source,name,price,seller,link,scraped_at,searched_for_gem_id,searched_for_gem_link
flipkart,"PAC Micro USB Cable 1.5 m 1.5 Meter A/F 3.0 Extension Compatible with Computer, TV, Laptop, Black, NA 3.6 (10)",269,,https://www.flipkart.com/pac-micro-usb-cable-1-5-m-meter-a-f-3-0-extension/p/itmehaghh9es4qst,2026-09-21T03:39:32.637485+00:00,7,https://mkp.gem.gov.in/computer-mouse/prodot-mu-curvy-usb-wired/p-5116877-40060692215-cat.html
flipkart,"PAC Micro USB Cable 2 A 1.5 m PP 30cm USB 2.0 Male to F... Compatible with WALL FACEPLATE, SWITCH BOXES, PC, PRINTER, PROJECTOR, Black, One Cable, USB Type A To Micro USB 4.3 (4)",163,,https://www.flipkart.com/pac-micro-usb-cable-2-1-5-m-pp-30cm-2-0-male-female-extension-panel-mount-screw/p/itm4e6c01b394e07,2026-09-21T03:39:32.637487+00:00,7,https://mkp.gem.gov.in/computer-mouse/prodot-mu-curvy-usb-wired/p-5116877-40060692215-cat.html
flipkart,PRODOT Hindi Devanagari (English to HIndi Typing)| with... Black 3.9 (202),525,,https://www.flipkart.com/prodot-hindi-devanagari-english-typing-rupee-key-ergonomic-design-wired-usb-standard-laptop-keyboard-compatible-desktop-laptop-mac/p/itme991a0ece2afa,2026-09-21T03:39:32.637489+00:00,7,https://mkp.gem.gov.in/computer-mouse/prodot-mu-curvy-usb-wired/p-5116877-40060692215-cat.html
flipkart,Lenovo 120 Wired Ambidextrous Optical Mouse wired mouse 4.4 (449),293,,https://www.flipkart.com/lenovo-120-wired-ambidextrous-optical-mouse/p/itm5e80fe0171200,2026-09-21T03:39:56.067995+00:00,8,https://mkp.gem.gov.in/computer-mouse/hp-115-wireless-mouse-india/p-5116877-78105006144-cat.html
flipkart,Bestseller,259,,https://www.flipkart.com/portronics-toad-23-ambidextrous-optical-mouse-por-1610-adjustable-dpi-usb-nano-dongle/p/itm5adb3e841a6f4,2026-09-21T03:39:56.068007+00:00,8,https://mkp.gem.gov.in/computer-mouse/hp-115-wireless-mouse-india/p-5116877-78105006144-cat.html
flipkart,"HP M290 Wireless Ambidextrous Optical Mouse Mode Switch... 4.1 (1,868)",498,,https://www.flipkart.com/hp-m290-wireless-ambidextrous-optical-mouse-mode-switch-button/p/itme2bf0735396b0,2026-09-21T03:39:56.068010+00:00,8,https://mkp.gem.gov.in/computer-mouse/hp-115-wireless-mouse-india/p-5116877-78105006144-cat.html
flipkart,"ZEBRONICS Pulse Ambidextrous Optical Mouse 1200DPI, Dua... 4.1 (14,369)",299,,https://www.flipkart.com/zebronics-pulse-ambidextrous-optical-mouse-1200dpi-dual-bt-multi-connect-lightweight-comfort/p/itm95ea8032bd846,2026-09-21T03:39:56.068012+00:00,8,https://mkp.gem.gov.in/computer-mouse/hp-115-wireless-mouse-india/p-5116877-78105006144-cat.html
flipkart,PRODOT Comfy Wired Ambidextrous Optical Mouse 4.1 (140),221,,https://www.flipkart.com/prodot-comfy-wired-ambidextrous-optical-mouse/p/itm4ddb2ef998c79,2026-09-21T03:39:56.068014+00:00,8,https://mkp.gem.gov.in/computer-mouse/hp-115-wireless-mouse-india/p-5116877-78105006144-cat.html
flipkart,Trending,2214,,https://www.flipkart.com/zebronics-zeb-transformer-premium-keyboard-mouse-combo-wireless-standard-gaming-compatible-desktop-laptop-mac-mode-stand-support-multimedia-keys-zeb-nwk1/p/itmc63f3f75f3fcc,2026-09-21T03:40:18.093869+00:00,9,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-67490638364-cat.html
flipkart,"ZEBRONICS Transformer (ZEB KMC 10) Wired USB Standard L... 4.4 (31,372)",1422,,https://www.flipkart.com/zebronics-transformer-zeb-kmc-10-wired-usb-standard-laptop-keyboard-compatible-desktop-laptop-mac-high-precision-optical-mouse/p/itm2ba6c0d4f7a72,2026-09-21T03:40:18.093882+00:00,9,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-67490638364-cat.html
flipkart,"ZEBRONICS Transformer Pro Wireless Standard Gaming Keyb... 4.2 (3,823)",1799,,https://www.flipkart.com/zebronics-transformer-pro-wireless-standard-gaming-keyboard-compatible-desktop-laptop-mac-mouse-2-4ghz-led-modes-type-c-al-body/p/itm726061d7eaf48,2026-09-21T03:40:18.093885+00:00,9,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-67490638364-cat.html
flipkart,ZEBRONICS Zeb-K20 Keyboard and Zeb comfort mouse Plus c... 3.8 (87),498,,https://www.flipkart.com/zebronics-zeb-k20-keyboard-zeb-comfort-mouse-plus-combo-set-designed-gaming/p/itmaf737e643156b,2026-09-21T03:40:18.093887+00:00,9,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-67490638364-cat.html
flipkart,ZEBRONICS KEYBOARD K-65 AND MOUSE COMFORT+ Combo Set De... 2.8 (6),494,,https://www.flipkart.com/zebronics-keyboard-k-65-mouse-comfort-combo-set-designed-gaming/p/itm91c4a001d0857,2026-09-21T03:40:18.093889+00:00,9,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-67490638364-cat.html
flipkart,"LAPCARE DCX-A101 2 Fan Ergonomic Cooling Pad with Adjus... Black 4.2 (19,016)",679,,https://www.flipkart.com/lapcare-dcx-a101-2-fan-ergonomic-cooling-pad-adjustable-height/p/itmf9hk2zuddxqtg,2026-09-21T03:40:43.485710+00:00,10,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-magma-lmk-105/p-5116877-66004949741-cat.html
flipkart,Navyamall Acupressure Magnetic Back & Belly Belt -12 Ma... 3.8 (51),395,,https://www.flipkart.com/navyamall-acupressure-magnetic-back-belly-belt-12-magnet-jeans-slim-fat-remover-stress-lumbar-support/p/itm30fbf76989810,2026-09-21T03:40:43.485728+00:00,10,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-magma-lmk-105/p-5116877-66004949741-cat.html
flipkart,LABRADOR INDIA MAGIC WOND 4 SPEED DIFFERENT MODE,2000,,https://www.flipkart.com/labrador-india-magic-wond-4-speed-different-mode/p/itm21de5af6e653a,2026-09-21T03:40:43.485732+00:00,10,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-magma-lmk-105/p-5116877-66004949741-cat.html
flipkart,ANJMA Anjma Magnets 15mm x 5mm N35 Nickel Coated Multip...,451,,https://www.flipkart.com/anjma-magnets-15mm-x-5mm-n35-nickel-coated-multipurpose-office-pack-10/p/itm716288097a4f3,2026-09-21T03:40:43.485742+00:00,10,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-magma-lmk-105/p-5116877-66004949741-cat.html
flipkart,"LAPCARE Battery Compatible with WU946,WU960,MT276,MT264... 3.3 (19)",1611,,https://www.flipkart.com/lapcare-battery-compatible-wu946-wu960-mt276-mt264-km905-wu965-pw773-km904-km887-6-cell-laptop/p/itmabb5c13579009,2026-09-21T03:40:43.485745+00:00,10,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-magma-lmk-105/p-5116877-66004949741-cat.html
flipkart,Quantron QHU -210 QUANTRON QHU -210 ULTARA HIGH SPEED U... Black 4.1 (197),244,,https://www.flipkart.com/quantron-qhu-210-ultara-high-speed-usb-hub-480-mbps/p/itm2f5e9ca98d5f4,2026-09-21T03:41:06.092712+00:00,11,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-trc-207-comfy-usb/p-5116877-40233959075-cat.html
flipkart,"PRODART Micro USB Cable 3 A 1.02 m 15W Micro USB Cable ... Compatible with Mobile Phones with Micro USB Port, White, One Cable, NA 4 (68)",154,,https://www.flipkart.com/prodart-micro-usb-cable-3-1-02-m-15w-super-fast-charge/p/itm3745dcffa44de,2026-09-21T03:41:06.092761+00:00,11,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-trc-207-comfy-usb/p-5116877-40233959075-cat.html
flipkart,"PRODART Micro USB Cable 3 A 1.3 m 15W Micro USB Cable F... Compatible with Mobile Phones with Micro USB Port, White, One Cable, USB Type A To Micro USB 4 (68)",198,,https://www.flipkart.com/prodart-micro-usb-cable-3-1-3-m-15w-super-fast-charge/p/itm3745dcffa44de,2026-09-21T03:41:06.092766+00:00,11,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-trc-207-comfy-usb/p-5116877-40233959075-cat.html
flipkart,"PRODART Micro USB Cable 3 A 1.01 m OEM 15W MICRO USB CA... Compatible with mobile phones with micro usb port, White, Yellow, One Cable, NA 4.1 (39)",154,,https://www.flipkart.com/prodart-micro-usb-cable-3-1-01-m-oem-15w-5v-3a/p/itm86420cb8e8dc9,2026-09-21T03:41:06.092770+00:00,11,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-trc-207-comfy-usb/p-5116877-40233959075-cat.html
flipkart,PRODOT PRO 207 Desktop Keyboard Replacement Key 3.8 (4),439,,https://www.flipkart.com/prodot-pro-207-desktop-keyboard-replacement-key/p/itm45e166775faff,2026-09-21T03:41:06.092774+00:00,11,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-trc-207-comfy-usb/p-5116877-40233959075-cat.html
flipkart,XBT pubg kitHigh quality 24-pin silver fiber finger sle... Pack of 4 3.8 (18),123,,https://www.flipkart.com/xbt-pubg-kithigh-quality-24-pin-silver-fiber-finger-sleeves-suitable-mobile-sleeve/p/itm73cb5774bf598,2026-09-21T03:41:33.347552+00:00,12,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/velvet-combo-c4-pearl-grey-white/p-5116877-27212229148-cat.html
flipkart,PORTLIX Thumb Sleeve for Mobile gaming Finger Sleeve Pack of 40 4 (181),135,,https://www.flipkart.com/portlix-thumb-sleeve-mobile-gaming-finger/p/itm41cc5e722c10b,2026-09-21T03:41:33.347566+00:00,12,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/velvet-combo-c4-pearl-grey-white/p-5116877-27212229148-cat.html
flipkart,"Havick Thumb & Finger Sleeve for Pubg Mobiles Game, Ant... Pack of 4 3.6 (186)",70,,https://www.flipkart.com/havick-thumb-finger-sleeve-pubg-mobiles-game-anti-sweat-4-pieces-black/p/itm7ffa56a800d6d,2026-09-21T03:41:33.347569+00:00,12,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/velvet-combo-c4-pearl-grey-white/p-5116877-27212229148-cat.html
flipkart,"RAJ Controller Finger Cots (Pack of 3) - Black-Yellow  ... Black, Yellow, For PS4 3.8 (5)",163,,https://www.flipkart.com/raj-controller-finger-cots-pack-3-black-yellow-gaming-accessory-kit/p/itmec2212b8c8850,2026-09-21T03:41:33.347572+00:00,12,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/velvet-combo-c4-pearl-grey-white/p-5116877-27212229148-cat.html
flipkart,"Boltfire utkrist Finger Sleeve For Pubg and all Gaming ... Pack of 4 3.7 (4,322)",118,,https://www.flipkart.com/boltfire-utkrist-finger-sleeve-pubg-all-gaming-pack-4/p/itmf9871db162357,2026-09-21T03:41:33.347573+00:00,12,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/velvet-combo-c4-pearl-grey-white/p-5116877-27212229148-cat.html
flipkart,Trending,2214,,https://www.flipkart.com/zebronics-zeb-transformer-premium-keyboard-mouse-combo-wireless-standard-gaming-compatible-desktop-laptop-mac-mode-stand-support-multimedia-keys-zeb-nwk1/p/itmc63f3f75f3fcc,2026-09-21T03:41:58.722620+00:00,13,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-2346008536-cat.html
flipkart,"ZEBRONICS Companion 201 Wireless Standard Desktop Keybo... 4.2 (3,104)",888,,https://www.flipkart.com/zebronics-companion-201-wireless-standard-desktop-keyboard-compatible-desktop-laptop-mac-1600-dpi-optical-mouse-83-keys-layout-dedicated-copilot-ai-hotkey-12-multimedia-hotkeys-whisper-quiet-keystrokes/p/itm74835f7d56bd1,2026-09-21T03:41:58.722633+00:00,13,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-2346008536-cat.html
flipkart,ZEBRONICS Zeb-K20 Keyboard and Zeb comfort mouse Plus c... 3.8 (87),498,,https://www.flipkart.com/zebronics-zeb-k20-keyboard-zeb-comfort-mouse-plus-combo-set-designed-gaming/p/itmaf737e643156b,2026-09-21T03:41:58.722636+00:00,13,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-2346008536-cat.html
flipkart,"ZEBRONICS Zeb-K20 Keyboard and Zeb-Rise Mouse Combo Set... 3.9 (1,617)",500,,https://www.flipkart.com/zebronics-zeb-k20-keyboard-zeb-rise-mouse-combo-set-designed-gaming/p/itm8225924c655ab,2026-09-21T03:41:58.722638+00:00,13,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-2346008536-cat.html
flipkart,"Portronics Key Air Combo, 2.4GHz USB Receiver, Full-Siz... 2.3 (3)",999,,https://www.flipkart.com/portronics-key-air-combo-2-4ghz-usb-receiver-full-size-keyboard-multimedia-keys-wireless-standard-laptop-compatible-laptop-desktop-high-precision-optical-mouse-lag-free-wireless-dedicated-hotkeys/p/itmec8560477239c,2026-09-21T03:41:58.722640+00:00,13,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-2346008536-cat.html
flipkart,AMKETTE Lexus Multimedia Wired Keyboard and Mouse Combo... Black 3.7 (54),479,,https://www.flipkart.com/amkette-lexus-multimedia-wired-keyboard-mouse-combo-set/p/itmccabc3db39abc,2026-09-21T03:42:32.349799+00:00,14,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wired-keyboard-mouse-combo/p-5116877-69088907409-cat.html
flipkart,"ZEBRONICS K20 Keyboard and Alex Wired Optical Mouse Com... Black 3.9 (8,365)",495,,https://www.flipkart.com/zebronics-k20-keyboard-alex-wired-optical-mouse-combo-set/p/itm82299a0bbae96,2026-09-21T03:42:32.349814+00:00,14,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wired-keyboard-mouse-combo/p-5116877-69088907409-cat.html
flipkart,NETLINK Basics Wired Keyboard and Mouse Combo Set Black,464,,https://www.flipkart.com/netlink-basics-wired-keyboard-mouse-combo-set/p/itm81c8cf4b48bf4,2026-09-21T03:42:32.349816+00:00,14,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wired-keyboard-mouse-combo/p-5116877-69088907409-cat.html
flipkart,FRONTECH KB KB-0039 Wired Super Design Gaming Keyboard ... 2.3 (7),811,,https://www.flipkart.com/frontech-kb-kb-0039-wired-super-design-gaming-keyboard-optical-mouse-combo-rgb/p/itm29752dca3d1b1,2026-09-21T03:42:32.349818+00:00,14,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wired-keyboard-mouse-combo/p-5116877-69088907409-cat.html
flipkart,"ZEBRONICS K20 Wired Keyboard, AlexMouse and Mouse Pad (... Multicolor 4 (137)",640,,https://www.flipkart.com/zebronics-k20-wired-keyboard-alexmouse-mouse-pad-set-3-combo-set/p/itme4899b7f60b8a,2026-09-21T03:42:32.349828+00:00,14,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wired-keyboard-mouse-combo/p-5116877-69088907409-cat.html
flipkart,ZEBRONICS Zeb-Companion 301 (Garden) Wireless Standard ... 4.2 (916),999,,https://www.flipkart.com/zebronics-zeb-companion-301-garden-wireless-standard-desktop-keyboard-compatible-desktop-ipad-laptop-mac-tablet/p/itmb9f70b38a5629,2026-09-21T03:42:54.350340+00:00,15,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-84735513648-cat.html
flipkart,"Portronics Key7 Combo Mouse Combo Set with 2.4Ghz, 1200... 4.1 (26,747)",899,,https://www.flipkart.com/portronics-key7-combo-mouse-set-2-4ghz-1200-dpi-wireless-standard-laptop-keyboard-compatible-desktop-laptop-mac-optical-mouse-2-4ghz-lag-free/p/itm29f4df109bb52,2026-09-21T03:42:54.350358+00:00,15,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-84735513648-cat.html
flipkart,"ZEBRONICS Companion 201 Wireless Standard Desktop Keybo... 4.2 (3,101)",1099,,https://www.flipkart.com/zebronics-companion-201-wireless-standard-desktop-keyboard-compatible-desktop-laptop-mac-1600-dpi-optical-mouse-83-keys-layout-dedicated-copilot-ai-hotkey-12-multimedia-hotkeys-whisper-quiet-keystrokes/p/itm85de0078afdc4,2026-09-21T03:42:54.350362+00:00,15,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-84735513648-cat.html
flipkart,CrazySoul Mouse Keypad - Large - Excel Anti-Slip Shortc...,283,,https://www.flipkart.com/crazysoul-mouse-keypad-large-excel-anti-slip-shortcut-keyboard-mat-non-slip-base-mousepad/p/itm911221c2c11a1,2026-09-21T03:42:54.350364+00:00,15,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-84735513648-cat.html
flipkart,"ZEBRONICS Zeb-Companion 300 Wireless Keyboard with Retr... 4.3 (3,236)",1299,,https://www.flipkart.com/zebronics-zeb-companion-300-wireless-keyboard-retro-keys-mouse-set-blue-standard-desktop-compatible-desktop-laptop-mac-zebronics-companion-retro-style-combo-2-4ghz-nano-receiver-rounded-keys-integrated-multimedia-control-power-saving-mode-blue/p/itm64bdfe17d1b79,2026-09-21T03:42:54.350372+00:00,15,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/wireless-keyboard-mouse-combo/p-5116877-84735513648-cat.html
flipkart,LAPCARE USB Adapter,350,,https://www.flipkart.com/lapcare-usb-adapter/p/itmb6aaee208c5cf,2026-09-21T03:43:29.581456+00:00,16,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-wireless-combo-wl-204/p-5116877-44489942236-cat.html
flipkart,LAPCARE Laptop Battery for Asus X550C 4 Cell 2200 mAh P... 4.3 (16),1399,,https://www.flipkart.com/lapcare-laptop-battery-asus-x550c-4-cell-2200-mah-pn-a41-x550-a41-x550a/p/itmcd8a8be9210a3,2026-09-21T03:43:29.581471+00:00,16,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/lapcare-wireless-combo-wl-204/p-5116877-44489942236-cat.html
flipkart,PRODOT H-2612A Laser Toner Cartridge for HP Q2612A & Ca... 4 (25),554,,https://www.flipkart.com/prodot-h-2612a-laser-toner-cartridge-hp-q2612a-canon-crg-303-703-fx-9-fx-10-black-ink/p/itm5617045f0b3d5,2026-09-21T03:44:11.334260+00:00,17,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-wlc-sparsh/p-5116877-98908398107-cat.html
flipkart,PRODOT ProSeries Dot Matrix Ribbon Cartridge Compatible...,299,,https://www.flipkart.com/prodot-proseries-dot-matrix-ribbon-cartridge-compatible-epson-erc-27-black-ink-toner/p/itm9ac9164c36cdf,2026-09-21T03:44:11.334291+00:00,17,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-wlc-sparsh/p-5116877-98908398107-cat.html
flipkart,PRODOT 2612A/12A Laser Toner Cartridge for HP Q2612A & ... 3.8 (46),779,,https://www.flipkart.com/prodot-2612a-12a-laser-toner-cartridge-hp-q2612a-canon-crg-303-703-fx-9-fx-10-black-ink/p/itm5617045f0b3d5,2026-09-21T03:44:11.334297+00:00,17,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-wlc-sparsh/p-5116877-98908398107-cat.html
flipkart,PRODOT DMP Ribbon Cartridge Compatible with EPSON PLQ 2... 3.5 (28),299,,https://www.flipkart.com/prodot-dmp-ribbon-cartridge-compatible-epson-plq-20-dot-matrix-printer-black-ink/p/itmc665e4785d9a1,2026-09-21T03:44:11.334303+00:00,17,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-wlc-sparsh/p-5116877-98908398107-cat.html
flipkart,"PRODOT 12/88, 88A,36A 1005 1020 1010 126NW 2900 Printer... 4.6 (46)",445,,https://www.flipkart.com/prodot-12-88-88a-36a-1005-1020-1010-126nw-2900-printer-toner-powder-70-gram-black-ink/p/itm533e6cb8d2abd,2026-09-21T03:44:11.334309+00:00,17,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/prodot-wlc-sparsh/p-5116877-98908398107-cat.html
flipkart,"Boltfire utkrist Finger Sleeve For Pubg and all Gaming ... Pack of 8 3.9 (1,167)",80,,https://www.flipkart.com/boltfire-utkrist-finger-sleeve-pubg-all-gaming-pack-8/p/itm392c731522a95,2026-09-21T03:44:32.381591+00:00,18,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/cheesyduo-d3/p-5116877-14112363918-cat.html
flipkart,Bestseller,75,,https://www.flipkart.com/goswami-fashion-hub-anti-sweat-high-sensitivity-gaming-thumb-sleeves-pubg-cod-free-fire-finger-sleeve/p/itm339793eaaacb1,2026-09-21T03:44:32.381609+00:00,18,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/cheesyduo-d3/p-5116877-14112363918-cat.html
flipkart,"HMS Mobile Gaming Finger Sleeve 4 Pair (8pc) PUBG, Free... Pack of 8 4 (125)",75,,https://www.flipkart.com/hms-mobile-gaming-finger-sleeve-4-pair-8pc-pubg-free-fire-smooth-game-play/p/itme0f761cc83f25,2026-09-21T03:44:32.381611+00:00,18,https://mkp.gem.gov.in/keyboards-mouse-combo-v2/cheesyduo-d3/p-5116877-14112363918-cat.html
